t	desired	actual	limit	b-cast	f-avg	f-sdev	f-g0	f-g1	f-g2	f-g3	f-g4	f-g5	f-g6	f-g7	f-g8	f-g9	d-g0	g0	d-g1	g1	d-g2	g2	d-g3	g3	d-g4	g4	d-g5	g5	d-g6	g6	d-g7	g7	d-g8	g8	d-g9	g9	
707	470	470	 600	7	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	70	70	44	44	68	68	57	57	48	48	52	52	45	45	23	23	20	20	43	43	
708	454	454	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	45	45	27	27	34	34	34	34	78	78	34	34	61	61	56	56	33	33	52	52	
709	485	485	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	43	43	45	45	58	58	56	56	47	47	49	49	52	52	58	58	26	26	51	51	
710	509	509	 600	1	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60	60	42	42	70	70	53	53	52	52	38	38	66	66	44	44	46	46	38	38	
711	451	451	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52	52	38	38	63	63	43	43	63	63	36	36	49	49	32	32	30	30	45	45	
712	475	475	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	42	42	33	33	51	51	43	43	57	57	38	38	69	69	51	51	35	35	56	56	
713	485	485	 600	9	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65	65	43	43	33	33	66	66	34	34	48	48	66	66	40	40	43	43	47	47	
714	492	492	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	54	54	41	41	63	63	46	46	56	56	45	45	57	57	49	49	21	21	60	60	
715	484	484	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	57	57	45	45	53	53	45	45	63	63	37	37	56	56	41	41	45	45	42	42	
716	487	487	 600	8	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	63	63	26	26	66	66	42	42	55	55	68	68	48	48	41	41	38	38	40	40	
717	533	533	 600	9	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	85	85	48	48	45	45	53	53	64	64	39	39	69	69	53	53	42	42	35	35	
718	452	452	 600	6	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55	55	45	45	55	55	53	53	50	50	44	44	53	53	38	38	22	22	37	37	
719	502	502	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	91	91	45	45	66	66	39	39	59	59	34	34	62	62	39	39	28	28	39	39	
720	466	466	 600	8	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	45	45	41	41	53	53	28	28	78	78	48	48	64	64	44	44	24	24	41	41	
721	470	470	 600	2	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	45	45	45	45	56	56	49	49	63	63	48	48	71	71	36	36	25	25	32	32	
722	470	470	 600	1	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	77	77	36	36	59	59	41	41	72	72	39	39	41	41	49	49	18	18	38	38	
723	513	513	 600	3	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	74	74	53	53	41	41	50	50	68	68	36	36	65	65	39	39	40	40	47	47	
724	475	475	 600	6	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	61	61	23	23	49	49	44	44	48	48	54	54	79	79	50	50	29	29	38	38	
725	514	514	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52	52	64	64	65	65	39	39	56	56	61	61	56	56	31	31	41	41	49	49	
726	435	435	 600	10	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	61	61	41	41	35	35	34	34	72	72	43	43	60	60	36	36	18	18	35	35	
727	440	440	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52	52	41	41	56	56	37	37	53	53	36	36	71	71	31	31	25	25	38	38	
728	446	446	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	57	57	45	45	56	56	38	38	56	56	33	33	67	67	31	31	27	27	36	36	
729	479	479	 600	2	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	43	43	40	40	54	54	35	35	63	63	57	57	58	58	40	40	40	40	49	49	
730	446	446	 600	7	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71	71	34	34	45	45	38	38	55	55	52	52	47	47	47	47	26	26	31	31	
